2024-02-13 21:59:16: Inserted: fVbUVAiLiGgLA_nxBFxyww, Thursday Kitchen
2024-02-13 21:59:16: Inserted: ehUuSk5gPTCQmwS_ubgKRA, Upstate Craft Beer & Oyster Bar
2024-02-13 21:59:16: Inserted: -XYp6w50XbZfS90YddS5ew, Soothr
2024-02-13 21:59:17: Inserted: e5wK3I_THzF4Ce_OgoSCQw, Mokyo
2024-02-13 21:59:17: Inserted: jjJc_CrkB2HodEinB6cWww, LoveMama
2024-02-13 21:59:17: Inserted: bZQryeTD6hIsT6lSUxzSSw, Hanoi House
2024-02-13 21:59:17: Inserted: FlZ1zdVEKWv7dwqm8Uw8-w, Raku
2024-02-13 21:59:17: Inserted: LMyvruexOQzzHQrAgbdqiA, Nowon East Village 
2024-02-13 21:59:17: Inserted: R7EGjHWw0tNheY6-ahH8fQ, Tuome
2024-02-13 21:59:17: Inserted: 44SY464xDHbvOcjDzRbKkQ, Ippudo NY
2024-02-13 21:59:17: Inserted: iTj5T_jPYvznd1QTgs7NZw, Nai 
2024-02-13 21:59:17: Inserted: eQ4QUGvuHGBzsOrphsVc6A, Kimura
2024-02-13 21:59:17: Inserted: 0FaLilJs2VN83hOEBcBnPg, Au Za'atar
2024-02-13 21:59:17: Inserted: 15pcxijuNY8BMNzBhABt7w, Miss Lily's 7A Cafe
2024-02-13 21:59:17: Inserted: AgAkUVLN_axMY-bzbNCfCw, Yuca Bar
2024-02-13 21:59:17: Inserted: W4hobe10Fy54MKqmLaObEg, Cafe Mogador
2024-02-13 21:59:17: Inserted: k5NAz3-goMXKoUqPfOZ1Hw, The Smith
2024-02-13 21:59:17: Inserted: lEH8EUPX3Zn_trHauIycYw, Aoi Kitchen
2024-02-13 21:59:17: Inserted: m2Zsy2UAkcDf0cRzk2Yoqw, Madame Vo
2024-02-13 21:59:17: Inserted: rCpO-kMHljieU0geK0RJQw, Noreetuh
2024-02-13 21:59:17: Inserted: jc7lVTvmYMIK5RNpENtS6w, Szechuan Mountain House
2024-02-13 21:59:17: Inserted: dh5r9-SbN8xJ76XvnayWLQ, Giano Restaurant
2024-02-13 21:59:18: Inserted: nMyot99PkX5iYCdxHoRJqQ, ARIARI
2024-02-13 21:59:18: Inserted: TfJb2hS3Fem2nkIyz13KUA, Ama Raw Bar - East Village
2024-02-13 21:59:18: Inserted: zX8IF7oCbw1HrNaPmOBy-g, FERNS
2024-02-13 21:59:18: Inserted: ynR4-QgEOsE7VhNfIWo73w, Secchu Yokota
2024-02-13 21:59:18: Inserted: TGP5gbAgml0IDRLGCpFnCw, PMF Pardon My French
2024-02-13 21:59:18: Inserted: pNe8ZCkGTe4cXfKdOF7kYQ, Ise Restaurant
2024-02-13 21:59:18: Inserted: PqqnNrUtU7XTKQvUM4cyqQ, Bar Verde
2024-02-13 21:59:18: Inserted: yecdlU3oJb1c7rwbjtxchQ, Marufuku Ramen - New York
2024-02-13 21:59:18: Inserted: c_Kellz-oODKoNpcRbV24w, MONO+MONO
2024-02-13 21:59:18: Inserted: MGRo61aHFUeRlWhSbTv2NA, Sushi By M
2024-02-13 21:59:18: Inserted: ZjU9qd-RR55cEEKufmdN5Q, Cathédrale Restaurant
2024-02-13 21:59:18: Inserted: qpkFmGyvbZv-g2fbwyNQUg, Bowery Meat Company
2024-02-13 21:59:18: Inserted: apykLG7DTZ-7xnOcZGDZZA, Taverna Kyclades - East Village
2024-02-13 21:59:18: Inserted: axqp3pGJXnTLgq2QrPyDyQ, Benemon
2024-02-13 21:59:18: Inserted: 7xV4gzrgaOgQYtPC3FBZig, Pylos
2024-02-13 21:59:18: Inserted: TWH4MjLtN1fKlF-7n6YXHg, Lil Frankie's
2024-02-13 21:59:18: Inserted: Cg5kGSXIelsKX9eqlHr31A, Kyuramen - Union Square
2024-02-13 21:59:18: Inserted: j8cKSxr6aQ8qTx23FLyyiA, The Wayland
2024-02-13 21:59:19: Inserted: FJepPR5CYRggxRwAjlqg6A, Bowery Road
2024-02-13 21:59:19: Inserted: SMrj71bWo1lomSbU8wXgyw, The Dolar Shop
2024-02-13 21:59:20: Inserted: wTQYOTh9_JPI2I8s6Xc-Cw, Pineapple Club
2024-02-13 21:59:20: Inserted: jYhbUh1TV7SCfPxjIhVpcg, Baar Baar
2024-02-13 21:59:20: Inserted: kr5fRwdHtVwPPwSJxm9Fkg, Il Posto Accanto
2024-02-13 21:59:20: Inserted: 4FD0TAxe70nb3ngk3sXF9Q, Uluh
2024-02-13 21:59:20: Inserted: DW6QH9hNP5kgkg-5UDS9wQ, Shinn East
2024-02-13 21:59:20: Inserted: 64olT1goXFQEATQO_oiSLg, The Gray Mare
2024-02-13 21:59:20: Inserted: qrydcGQpeDP_1oFvx3qOeg, Somtum Der
2024-02-13 21:59:20: Inserted: EBK0OkVMBg_n_KxAU_4DZg, Double Zero
2024-02-13 22:06:21: Abandoned: oDRZt37ROqadlK3-VI0PfQ, Alimama, already inserted
2024-02-13 22:06:21: Abandoned: obFs12x7mgYPGxgalBd22w, Le Coucou, already inserted
2024-02-13 22:06:21: Abandoned: X8ZS-dgiMIJvhwf9SaDnjw, Wah Fung No 1, already inserted
2024-02-13 22:06:21: Abandoned: zubN8Ve-RyoljRZV4NRxEQ, Wo Hop, already inserted
2024-02-13 22:06:21: Abandoned: MauzeeZM7S-wUk_G98Ybrg, Mei Lai Wah Bakery, already inserted
2024-02-13 22:06:21: Abandoned: hR3NQG3HB1I6cC88ydbrdw, Ming Wong Restaurant, already inserted
2024-02-13 22:06:21: Abandoned: 3D6UAhoKnF3A03rX_v5ngA, Bacaro, already inserted
2024-02-13 22:06:21: Abandoned: spJTHaNjEzKwoEiYWR1ggA, Ping's Seafood, already inserted
2024-02-13 22:06:21: Abandoned: WmK7GXwOnLSTRN1ocyUThg, Puglia Ristorante, already inserted
2024-02-13 22:06:22: Abandoned: __EvomQ2tE1NtkWn32WEXg, Au Cheval, already inserted
2024-02-13 22:06:22: Abandoned: 0CjK3esfpFcxIopebzjFxA, Joe's Shanghai, already inserted
2024-02-13 22:06:22: Abandoned: OCTiJwvjoK81WoDwsTkFvA, Paesano of Mulberry Street, already inserted
2024-02-13 22:06:22: Abandoned: JyXn_GCGM2DsNYIzgzQrDw, Da Gennaro, already inserted
2024-02-13 22:06:22: Abandoned: XipQLDbyTl5tsLlyzAWzug, Jajaja Mexicana, already inserted
2024-02-13 22:06:22: Abandoned: hNFe8WhCibrqT4sFcZmAgw, Kong Sihk Tong 港食堂, already inserted
2024-02-13 22:06:22: Abandoned: MphfKkYFEe0BDQ6hZ0A5fA, Gelso & Grand, already inserted
2024-02-13 22:06:22: Abandoned: vLsTPg42rkgN5rUpNfg1OA, Da Long Yi Hot Pot, already inserted
2024-02-13 22:06:22: Abandoned: E_Rxnmim6J2ECFtU0QGlsQ, Uncle Lou, already inserted
2024-02-13 22:06:22: Abandoned: yFub1BhKEP-W-_ZM3_nJoQ, Bodhi Kosher Vegetarian Restaurant, already inserted
2024-02-13 22:06:22: Abandoned: CesS-E8Q3ztX6VnkXO6wBg, Chinese Tuxedo, already inserted
2024-02-13 22:06:22: Abandoned: L3reOLLPez7lnOhyfCpvkg, Shinka Ramen & Sake Bar, already inserted
2024-02-13 22:06:22: Abandoned: R26zweQ8-xoZS7iHkXQOvw, Shanghai 21, already inserted
2024-02-13 22:06:23: Abandoned: bnDfFdiCcPzhuNWUJORvLQ, Noodle Village, already inserted
2024-02-13 22:06:23: Abandoned: Lp8vAE5nHSt5zbu-lSGK8A, Hop Lee Restaurant, already inserted
2024-02-13 22:06:23: Abandoned: 97q5nUQTuBo_h00XCxna2A, Tasty Hand - Pulled Noodles, already inserted
2024-02-13 22:06:23: Abandoned: 16ZnHpuaaBt92XWeJHCC5A, Olio e Più, already inserted
2024-02-13 22:06:23: Abandoned: liZmIO0FqZwslLJfLDkfgw, Wayla, already inserted
2024-02-13 22:06:23: Abandoned: UZViRVpxNZvOM5KarmbT1g, Sweet Moment, already inserted
2024-02-13 22:06:23: Abandoned: vWoT1h8E2eWvIdJqpuxfdg, Tofu Tofu, already inserted
2024-02-13 22:06:23: Abandoned: QbrxrDFR7emcmg-niMTfew, Kyuramen - Chinatown, already inserted
2024-02-13 22:06:23: Abandoned: _4Grm99JEHnDWskCHAJfUg, Kiki's, already inserted
2024-02-13 22:06:23: Abandoned: d_TC6Om2EBTzHVm_lCgNtg, Great NY Noodle Town, already inserted
2024-02-13 22:06:23: Abandoned: kNOr6_g6QfBHdhf89j3g5w, Taiwan Pork Chop House, already inserted
2024-02-13 22:06:23: Abandoned: 1_JEFOI19hAu3VoODcTUvw, Shinsen, already inserted
2024-02-13 22:06:23: Abandoned: 9U5tPyF6QEiVntlyTemxKA, House of Joy, already inserted
2024-02-13 22:06:23: Abandoned: nAcVK-Y1_ojsRF_04o-x-A, Yin Ji Chang Fen Rice Roll, already inserted
2024-02-13 22:06:23: Abandoned: KkMXFomcmJZBmDdmTMh8yw, West New Malaysia, already inserted
2024-02-13 22:06:23: Abandoned: QhE50zhSMnQaudpHW1jp7g, The Tyger, already inserted
2024-02-13 22:06:23: Abandoned: fPW_GBZsnBNsIzK62sCHBg, Xi'an Famous Foods, already inserted
2024-02-13 22:06:23: Abandoned: qH8PVeddtVs9cKN2pwgdkQ, Hwa Yuan, already inserted
2024-02-13 22:06:23: Abandoned: L37A2JWXfwR_PgKColA8xA, Big Wong, already inserted
2024-02-13 22:06:23: Abandoned: _usWsAYSKKV2q8xw-3ajrA, Nom Wah Tea Parlor, already inserted
2024-02-13 22:06:23: Abandoned: EHINHIbLklEUShuANKjGgw, Tomiño Taberna Gallega, already inserted
2024-02-13 22:06:23: Abandoned: 1wawnv6mzqatgA17pukdZw, Nakaji, already inserted
2024-02-13 22:06:23: Abandoned: wdGMVLUzocmnl2tST0lheg, YunShang Rice Noodle House, already inserted
2024-02-13 22:06:23: Abandoned: IQhtCTvorekeqbJr4Zf0Lg, Cervo's, already inserted
2024-02-13 22:06:23: Abandoned: WG639VkTjmK5dzydd1BBJA, Rubirosa, already inserted
2024-02-13 22:06:24: Abandoned: s3jou_L_LVYGkNHiuhjlew, Boucherie West Village, already inserted
2024-02-13 22:06:24: Abandoned: 2u8T56A4qu-MjeuT-v7s_g, Casa Bocado, already inserted
2024-02-13 22:06:24: Abandoned: m3UPWf08TA6XbJcfC9QbPQ, Bar Belly, already inserted
2024-02-13 22:06:24: Abandoned: oDRZt37ROqadlK3-VI0PfQ, Alimama, already inserted
2024-02-13 22:06:24: Abandoned: obFs12x7mgYPGxgalBd22w, Le Coucou, already inserted
2024-02-13 22:06:24: Abandoned: X8ZS-dgiMIJvhwf9SaDnjw, Wah Fung No 1, already inserted
2024-02-13 22:06:24: Abandoned: zubN8Ve-RyoljRZV4NRxEQ, Wo Hop, already inserted
2024-02-13 22:06:24: Abandoned: MauzeeZM7S-wUk_G98Ybrg, Mei Lai Wah Bakery, already inserted
2024-02-13 22:06:24: Abandoned: hR3NQG3HB1I6cC88ydbrdw, Ming Wong Restaurant, already inserted
2024-02-13 22:06:24: Abandoned: 3D6UAhoKnF3A03rX_v5ngA, Bacaro, already inserted
2024-02-13 22:06:24: Abandoned: spJTHaNjEzKwoEiYWR1ggA, Ping's Seafood, already inserted
2024-02-13 22:06:24: Abandoned: WmK7GXwOnLSTRN1ocyUThg, Puglia Ristorante, already inserted
2024-02-13 22:06:25: Abandoned: __EvomQ2tE1NtkWn32WEXg, Au Cheval, already inserted
2024-02-13 22:06:25: Abandoned: 0CjK3esfpFcxIopebzjFxA, Joe's Shanghai, already inserted
2024-02-13 22:06:25: Abandoned: OCTiJwvjoK81WoDwsTkFvA, Paesano of Mulberry Street, already inserted
2024-02-13 22:06:25: Abandoned: JyXn_GCGM2DsNYIzgzQrDw, Da Gennaro, already inserted
2024-02-13 22:06:25: Abandoned: XipQLDbyTl5tsLlyzAWzug, Jajaja Mexicana, already inserted
2024-02-13 22:06:25: Abandoned: hNFe8WhCibrqT4sFcZmAgw, Kong Sihk Tong 港食堂, already inserted
2024-02-13 22:06:25: Abandoned: MphfKkYFEe0BDQ6hZ0A5fA, Gelso & Grand, already inserted
2024-02-13 22:06:25: Abandoned: vLsTPg42rkgN5rUpNfg1OA, Da Long Yi Hot Pot, already inserted
2024-02-13 22:06:25: Abandoned: E_Rxnmim6J2ECFtU0QGlsQ, Uncle Lou, already inserted
2024-02-13 22:06:25: Abandoned: yFub1BhKEP-W-_ZM3_nJoQ, Bodhi Kosher Vegetarian Restaurant, already inserted
2024-02-13 22:06:25: Abandoned: CesS-E8Q3ztX6VnkXO6wBg, Chinese Tuxedo, already inserted
2024-02-13 22:06:25: Abandoned: L3reOLLPez7lnOhyfCpvkg, Shinka Ramen & Sake Bar, already inserted
2024-02-13 22:06:25: Abandoned: R26zweQ8-xoZS7iHkXQOvw, Shanghai 21, already inserted
2024-02-13 22:06:25: Abandoned: bnDfFdiCcPzhuNWUJORvLQ, Noodle Village, already inserted
2024-02-13 22:06:25: Abandoned: Lp8vAE5nHSt5zbu-lSGK8A, Hop Lee Restaurant, already inserted
2024-02-13 22:06:25: Abandoned: 97q5nUQTuBo_h00XCxna2A, Tasty Hand - Pulled Noodles, already inserted
2024-02-13 22:06:25: Abandoned: 16ZnHpuaaBt92XWeJHCC5A, Olio e Più, already inserted
2024-02-13 22:06:25: Abandoned: liZmIO0FqZwslLJfLDkfgw, Wayla, already inserted
2024-02-13 22:06:25: Abandoned: UZViRVpxNZvOM5KarmbT1g, Sweet Moment, already inserted
2024-02-13 22:06:25: Abandoned: vWoT1h8E2eWvIdJqpuxfdg, Tofu Tofu, already inserted
2024-02-13 22:06:25: Abandoned: QbrxrDFR7emcmg-niMTfew, Kyuramen - Chinatown, already inserted
2024-02-13 22:06:26: Abandoned: _4Grm99JEHnDWskCHAJfUg, Kiki's, already inserted
2024-02-13 22:06:26: Abandoned: d_TC6Om2EBTzHVm_lCgNtg, Great NY Noodle Town, already inserted
2024-02-13 22:06:26: Abandoned: kNOr6_g6QfBHdhf89j3g5w, Taiwan Pork Chop House, already inserted
2024-02-13 22:06:26: Abandoned: 1_JEFOI19hAu3VoODcTUvw, Shinsen, already inserted
2024-02-13 22:06:26: Abandoned: 9U5tPyF6QEiVntlyTemxKA, House of Joy, already inserted
2024-02-13 22:06:26: Abandoned: nAcVK-Y1_ojsRF_04o-x-A, Yin Ji Chang Fen Rice Roll, already inserted
2024-02-13 22:06:26: Abandoned: KkMXFomcmJZBmDdmTMh8yw, West New Malaysia, already inserted
2024-02-13 22:06:26: Abandoned: QhE50zhSMnQaudpHW1jp7g, The Tyger, already inserted
2024-02-13 22:06:26: Abandoned: fPW_GBZsnBNsIzK62sCHBg, Xi'an Famous Foods, already inserted
2024-02-13 22:06:26: Abandoned: qH8PVeddtVs9cKN2pwgdkQ, Hwa Yuan, already inserted
2024-02-13 22:06:26: Abandoned: L37A2JWXfwR_PgKColA8xA, Big Wong, already inserted
2024-02-13 22:06:26: Abandoned: _usWsAYSKKV2q8xw-3ajrA, Nom Wah Tea Parlor, already inserted
2024-02-13 22:06:26: Abandoned: EHINHIbLklEUShuANKjGgw, Tomiño Taberna Gallega, already inserted
2024-02-13 22:06:26: Abandoned: 1wawnv6mzqatgA17pukdZw, Nakaji, already inserted
2024-02-13 22:06:26: Abandoned: wdGMVLUzocmnl2tST0lheg, YunShang Rice Noodle House, already inserted
2024-02-13 22:06:26: Abandoned: IQhtCTvorekeqbJr4Zf0Lg, Cervo's, already inserted
2024-02-13 22:06:26: Abandoned: WG639VkTjmK5dzydd1BBJA, Rubirosa, already inserted
2024-02-13 22:06:27: Abandoned: s3jou_L_LVYGkNHiuhjlew, Boucherie West Village, already inserted
2024-02-13 22:06:27: Abandoned: 2u8T56A4qu-MjeuT-v7s_g, Casa Bocado, already inserted
2024-02-13 22:06:27: Abandoned: m3UPWf08TA6XbJcfC9QbPQ, Bar Belly, already inserted
2024-02-13 22:06:27: Abandoned: oDRZt37ROqadlK3-VI0PfQ, Alimama, already inserted
2024-02-13 22:06:27: Abandoned: obFs12x7mgYPGxgalBd22w, Le Coucou, already inserted
2024-02-13 22:06:27: Abandoned: X8ZS-dgiMIJvhwf9SaDnjw, Wah Fung No 1, already inserted
2024-02-13 22:06:27: Abandoned: zubN8Ve-RyoljRZV4NRxEQ, Wo Hop, already inserted
2024-02-13 22:06:27: Abandoned: MauzeeZM7S-wUk_G98Ybrg, Mei Lai Wah Bakery, already inserted
2024-02-13 22:06:27: Abandoned: hR3NQG3HB1I6cC88ydbrdw, Ming Wong Restaurant, already inserted
2024-02-13 22:06:27: Abandoned: 3D6UAhoKnF3A03rX_v5ngA, Bacaro, already inserted
2024-02-13 22:06:27: Abandoned: spJTHaNjEzKwoEiYWR1ggA, Ping's Seafood, already inserted
2024-02-13 22:06:27: Abandoned: WmK7GXwOnLSTRN1ocyUThg, Puglia Ristorante, already inserted
2024-02-13 22:08:37: Inserted: OgM6WwztLVavBQBmb_g5aw, Tara Rose
2024-02-13 22:08:37: Inserted: 1LIptXhtDh58vAA-QPFL4w, Cask
2024-02-13 22:08:37: Inserted: OqNmzS2N2I750zYgUC6IgA, Riverpark
2024-02-13 22:08:37: Inserted: vpkUUhs6dCnGeD-Vz0D29Q, Sam Sunny
2024-02-13 22:08:37: Inserted: vVVmHacu2YAxKfpIjhfd1g, Norma
2024-02-13 22:08:37: Inserted: kIm0oeOaVfC9-2flLPVklA, Patrizia's Pizza and Pasta
2024-02-13 22:08:37: Abandoned: 16ZnHpuaaBt92XWeJHCC5A, Olio e Più, already inserted
2024-02-13 22:08:37: Inserted: h5WkewI6U7NjLB_n6WgdvQ, HandCraft Kitchen & Cocktails
2024-02-13 22:08:37: Inserted: Ur9wsKwGEDG2nT8t3jv8Ag, The Gem Saloon
2024-02-13 22:08:37: Abandoned: VvsZAnEwU4c8Xkyrzx05Nw, Anytime Kitchen , already inserted
2024-02-13 22:08:37: Inserted: hKkPlYmHoS9Nb_UbGGqx8A, Street Taco
2024-02-13 22:08:37: Inserted: xxE4sKeYJAuHdNm7WZlVOg, Banc Cafe
2024-02-13 22:08:38: Inserted: 1jAB_uaI8-P_wSqOo2S3KQ, Mazu Szechuan
2024-02-13 22:08:38: Abandoned: s3jou_L_LVYGkNHiuhjlew, Boucherie West Village, already inserted
2024-02-13 22:08:38: Inserted: 77llOAEwInvK-oC2AHZ4nQ, Coppola's East
2024-02-13 22:08:38: Abandoned: nRO136GRieGtxz18uD61DA, Eleven Madison Park, already inserted
2024-02-13 22:08:38: Inserted: JwCnSW-RQ7_DxvbzWNO1hA, Coletta
2024-02-13 22:08:38: Inserted: DW5SL9RM-kJnmRyYo4oEqg, Little Ruby's Murray Hill
2024-02-13 22:08:38: Inserted: stGcUKRbVS0H-Uv8DTVW4Q, The Factory 380
2024-02-13 22:08:38: Inserted: zRXMvxUX_rOliKZPpkWi_g, Valerie
2024-02-13 22:08:38: Abandoned: WG639VkTjmK5dzydd1BBJA, Rubirosa, already inserted
2024-02-13 22:08:38: Inserted: zV1_EFMN4VY7Rxpv7P-ajg, Sunflower - Gramercy
2024-02-13 22:08:38: Inserted: veq1Bl1DW3UWMekZJUsG1Q, Gramercy Tavern
2024-02-13 22:08:38: Inserted: CuwHhq1MKX5hm8YyxtqukQ, Shukette
2024-02-13 22:08:38: Inserted: HuUiXwo2rVKHZDwMeqNfQQ, Malii Gramercy
2024-02-13 22:08:38: Inserted: PGpCaNkB1meojnbgRmb2gQ, Buena Vista Restaurant & Bar
2024-02-13 22:08:38: Inserted: 9fG8-RRh1rzuCKN2TmF-QQ, 5ive Spice
2024-02-13 22:08:38: Abandoned: tnxb_qM5e7J5wIfYwJB3Ig, The Elgin, already inserted
2024-02-13 22:08:38: Inserted: NXg-oNpx0GYNiErdHb8L5A, Awesum Dimsum
2024-02-13 22:08:39: Abandoned: ehUuSk5gPTCQmwS_ubgKRA, Upstate Craft Beer & Oyster Bar, already inserted
2024-02-13 22:08:39: Inserted: Rj2ACaJcbroJLPDhRhzvBw, Shuka
2024-02-13 22:08:39: Inserted: U6QXIbz1dly_3nzgfnHB4w, Bella Union
2024-02-13 22:08:39: Inserted: qY1o1MhoRyN84RRhUJtvpQ, Her Name Is Han
2024-02-13 22:08:39: Inserted: csVEpHy5KJoFvM1qp5XwLQ, Le Parisien
2024-02-13 22:08:39: Abandoned: fVbUVAiLiGgLA_nxBFxyww, Thursday Kitchen, already inserted
2024-02-13 22:08:39: Inserted: 8XHbZIKDQbXhyKIGiukVeQ, Boucherie Union Square
2024-02-13 22:08:39: Inserted: LkV96_buOU_n0br4SBO57w, Ci Siamo
2024-02-13 22:08:39: Inserted: w-3_uv4V6hTN4iSDEW1wKA, Ostrica Wine & Oyster Bar
2024-02-13 22:08:39: Inserted: cuUmPDEY-1KXzShGdpsqag, Turkish Kitchen
2024-02-13 22:08:39: Inserted: zjQSHwU-raZZfuJ6KaVuZA, Chito Gvrito
2024-02-13 22:08:39: Inserted: 0roFOyJMaFvSD8Ceh89YRw, Home Base Bistro
2024-02-13 22:08:40: Inserted: jjDsVuD7KbxnYV4jFnyftA, LOVE Korean BBQ
2024-02-13 22:08:40: Abandoned: B3_K2kUVbYOU0VaLcj_LTw, Thai Villa, already inserted
2024-02-13 22:08:40: Abandoned: LMyvruexOQzzHQrAgbdqiA, Nowon East Village , already inserted
2024-02-13 22:08:40: Inserted: WRPJeH3goSpj5ke3Pkrnfw, Burp Bowl Cafe
2024-02-13 22:08:40: Inserted: h0pRCiJDrCN7tm3VX5tILQ, CHILI
2024-02-13 22:08:40: Inserted: lXGCo-K7eftxRT_6E59-Iw, Union Square Cafe
2024-02-13 22:08:40: Inserted: DOdbSGm9ULZlVz-1-Jjhmg, Chote Nawab
2024-02-13 22:08:40: Inserted: l_RAv09V67j-Hm9dyZxWhw, Tomi Jazz
2024-02-13 22:08:40: Inserted: 0QgWO521AjSa_gvXmmQ48A, Sundays Well
2024-02-13 22:08:41: Abandoned: OgM6WwztLVavBQBmb_g5aw, Tara Rose, already inserted
2024-02-13 22:08:41: Abandoned: 1LIptXhtDh58vAA-QPFL4w, Cask, already inserted
2024-02-13 22:08:41: Abandoned: OqNmzS2N2I750zYgUC6IgA, Riverpark, already inserted
2024-02-13 22:08:41: Abandoned: vpkUUhs6dCnGeD-Vz0D29Q, Sam Sunny, already inserted
2024-02-13 22:08:41: Abandoned: vVVmHacu2YAxKfpIjhfd1g, Norma, already inserted
2024-02-13 22:08:41: Abandoned: kIm0oeOaVfC9-2flLPVklA, Patrizia's Pizza and Pasta, already inserted
2024-02-13 22:08:41: Abandoned: 16ZnHpuaaBt92XWeJHCC5A, Olio e Più, already inserted
2024-02-13 22:08:41: Abandoned: h5WkewI6U7NjLB_n6WgdvQ, HandCraft Kitchen & Cocktails, already inserted
2024-02-13 22:08:41: Abandoned: Ur9wsKwGEDG2nT8t3jv8Ag, The Gem Saloon, already inserted
2024-02-13 22:08:41: Abandoned: VvsZAnEwU4c8Xkyrzx05Nw, Anytime Kitchen , already inserted
2024-02-13 22:08:41: Abandoned: hKkPlYmHoS9Nb_UbGGqx8A, Street Taco, already inserted
2024-02-13 22:08:41: Abandoned: xxE4sKeYJAuHdNm7WZlVOg, Banc Cafe, already inserted
2024-02-13 22:08:41: Abandoned: 1jAB_uaI8-P_wSqOo2S3KQ, Mazu Szechuan, already inserted
2024-02-13 22:08:41: Abandoned: s3jou_L_LVYGkNHiuhjlew, Boucherie West Village, already inserted
2024-02-13 22:08:42: Abandoned: 77llOAEwInvK-oC2AHZ4nQ, Coppola's East, already inserted
2024-02-13 22:08:42: Abandoned: nRO136GRieGtxz18uD61DA, Eleven Madison Park, already inserted
2024-02-13 22:08:42: Abandoned: JwCnSW-RQ7_DxvbzWNO1hA, Coletta, already inserted
2024-02-13 22:08:42: Abandoned: DW5SL9RM-kJnmRyYo4oEqg, Little Ruby's Murray Hill, already inserted
2024-02-13 22:08:42: Abandoned: stGcUKRbVS0H-Uv8DTVW4Q, The Factory 380, already inserted
2024-02-13 22:08:42: Abandoned: zRXMvxUX_rOliKZPpkWi_g, Valerie, already inserted
2024-02-13 22:08:42: Abandoned: WG639VkTjmK5dzydd1BBJA, Rubirosa, already inserted
2024-02-13 22:08:42: Abandoned: zV1_EFMN4VY7Rxpv7P-ajg, Sunflower - Gramercy, already inserted
2024-02-13 22:08:42: Abandoned: veq1Bl1DW3UWMekZJUsG1Q, Gramercy Tavern, already inserted
2024-02-13 22:08:42: Abandoned: CuwHhq1MKX5hm8YyxtqukQ, Shukette, already inserted
2024-02-13 22:08:42: Abandoned: HuUiXwo2rVKHZDwMeqNfQQ, Malii Gramercy, already inserted
2024-02-13 22:08:42: Abandoned: PGpCaNkB1meojnbgRmb2gQ, Buena Vista Restaurant & Bar, already inserted
2024-02-13 22:08:42: Abandoned: 9fG8-RRh1rzuCKN2TmF-QQ, 5ive Spice, already inserted
2024-02-13 22:08:42: Abandoned: tnxb_qM5e7J5wIfYwJB3Ig, The Elgin, already inserted
2024-02-13 22:08:42: Abandoned: NXg-oNpx0GYNiErdHb8L5A, Awesum Dimsum, already inserted
2024-02-13 22:08:42: Abandoned: ehUuSk5gPTCQmwS_ubgKRA, Upstate Craft Beer & Oyster Bar, already inserted
2024-02-13 22:08:42: Abandoned: Rj2ACaJcbroJLPDhRhzvBw, Shuka, already inserted
2024-02-13 22:08:42: Abandoned: U6QXIbz1dly_3nzgfnHB4w, Bella Union, already inserted
2024-02-13 22:08:42: Abandoned: qY1o1MhoRyN84RRhUJtvpQ, Her Name Is Han, already inserted
2024-02-13 22:08:42: Abandoned: csVEpHy5KJoFvM1qp5XwLQ, Le Parisien, already inserted
2024-02-13 22:08:42: Abandoned: fVbUVAiLiGgLA_nxBFxyww, Thursday Kitchen, already inserted
2024-02-13 22:08:42: Abandoned: 8XHbZIKDQbXhyKIGiukVeQ, Boucherie Union Square, already inserted
2024-02-13 22:08:42: Abandoned: LkV96_buOU_n0br4SBO57w, Ci Siamo, already inserted
2024-02-13 22:08:42: Abandoned: w-3_uv4V6hTN4iSDEW1wKA, Ostrica Wine & Oyster Bar, already inserted
2024-02-13 22:08:42: Abandoned: cuUmPDEY-1KXzShGdpsqag, Turkish Kitchen, already inserted
2024-02-13 22:08:42: Abandoned: zjQSHwU-raZZfuJ6KaVuZA, Chito Gvrito, already inserted
2024-02-13 22:08:42: Abandoned: 0roFOyJMaFvSD8Ceh89YRw, Home Base Bistro, already inserted
2024-02-13 22:08:42: Abandoned: jjDsVuD7KbxnYV4jFnyftA, LOVE Korean BBQ, already inserted
2024-02-13 22:08:42: Abandoned: B3_K2kUVbYOU0VaLcj_LTw, Thai Villa, already inserted
2024-02-13 22:08:43: Abandoned: LMyvruexOQzzHQrAgbdqiA, Nowon East Village , already inserted
2024-02-13 22:08:43: Abandoned: WRPJeH3goSpj5ke3Pkrnfw, Burp Bowl Cafe, already inserted
2024-02-13 22:08:43: Abandoned: h0pRCiJDrCN7tm3VX5tILQ, CHILI, already inserted
2024-02-13 22:08:43: Abandoned: lXGCo-K7eftxRT_6E59-Iw, Union Square Cafe, already inserted
2024-02-13 22:08:43: Abandoned: DOdbSGm9ULZlVz-1-Jjhmg, Chote Nawab, already inserted
2024-02-13 22:08:43: Abandoned: l_RAv09V67j-Hm9dyZxWhw, Tomi Jazz, already inserted
2024-02-13 22:08:43: Abandoned: 0QgWO521AjSa_gvXmmQ48A, Sundays Well, already inserted
2024-02-13 22:08:44: Abandoned: OgM6WwztLVavBQBmb_g5aw, Tara Rose, already inserted
2024-02-13 22:08:44: Abandoned: 1LIptXhtDh58vAA-QPFL4w, Cask, already inserted
2024-02-13 22:08:44: Abandoned: OqNmzS2N2I750zYgUC6IgA, Riverpark, already inserted
